Bill.Doc.,Item,Material,MPG,Billed qty,CnTy,    Amount,CondRecNo.,Agreement,  Cond.value,SOff.,Sold-to pt,Name 1,SOrg.,DChl,BillT,Bill. Date,SaTy,POtyp,Product hierarchy,MG3*,MG4*,Created,OrdRs,Sales Doc.,Doc. Date,Purchase order no.,Pricing dt
6876083702,30,DSCHX200VB.CEE8,,20,ZNET,50,,,"1.000,00",PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627653,11.09.2013,FY13 Stock Prot DSCH,13.03.2012
6876083703,141,DSCHX200VB.CEE8,,3,ZNET,50,,,150,PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627654,11.09.2013,FY13 Stock Prot DSCH,15.03.2012
6876083704,10,DSCHX200VB.CEE8,,57,ZNET,50,,,"2.850,00",PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627655,11.09.2013,FY13 Stock Prot DSCH,15.03.2012
6876083705,43,DSCHX200VB.CEE8,,30,ZNET,50,,,"1.500,00",PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627656,11.09.2013,FY13 Stock Prot DSCH,15.03.2012
6876083705,46,DSCHX200VB.CEE8,,40,ZNET,50,,,"2.000,00",PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627656,11.09.2013,FY13 Stock Prot DSCH,15.03.2012
6876083706,90,DSCHX200VB.CEE8,,40,ZNET,50,,,"2.000,00",PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627657,11.09.2013,FY13 Stock Prot DSCH,21.06.2012
6876083707,34,DSCHX200VB.CEE8,,16,ZNET,50,,,800,PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627658,11.09.2013,FY13 Stock Prot DSCH,18.07.2012
6876083708,42,DSCHX200VB.CEE8,,70,ZNET,50,,,"3.500,00",PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627659,11.09.2013,FY13 Stock Prot DSCH,18.07.2012
6876083709,22,DSCHX200VB.CEE8,,10,ZNET,50,,,500,PL00,280040867,Terg S.A.,PL10,2,G2,12.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67627660,11.09.2013,FY13 Stock Prot DSCH,18.07.2012
6876083807,10,DSCWX200B.CE3,,31,ZNET,106,,,"3.286,00",PL00,280040450,Euro-Net Sp. Z O.O.,PL10,2,G2,13.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67630283,12.09.2013,FY13 sell out suppor,26.02.2013
6876083808,10,DSCWX200B.CE3,,92,ZNET,106,,,"9.752,00",PL00,280040450,Euro-Net Sp. Z O.O.,PL10,2,G2,13.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67630284,12.09.2013,FY13 sell out suppor,05.03.2013
6876083809,20,DSCWX200S.CE3,,22,ZNET,106,,,"2.332,00",PL00,280040450,Euro-Net Sp. Z O.O.,PL10,2,G2,13.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67630285,12.09.2013,FY13 sell out suppor,13.02.2013
6876084017,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049001,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639666,17.09.2013,FY13 sell out suppor,13.03.2013
6876084018,20,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049002,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639693,17.09.2013,FY13 sell out suppor,13.03.2013
6876084019,130,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049002,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639694,17.09.2013,FY13 sell out suppor,10.04.2013
6876084021,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049003,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639667,17.09.2013,FY13 sell out suppor,13.03.2013
6876084022,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049004,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639668,17.09.2013,FY13 sell out suppor,13.03.2013
6876084023,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049004,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639669,17.09.2013,FY13 sell out suppor,09.04.2013
6876084024,100,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049004,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639670,17.09.2013,FY13 sell out suppor,09.04.2013
6876084025,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049004,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639671,17.09.2013,FY13 sell out suppor,30.04.2013
6876084026,21,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049005,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640122,17.09.2013,FY13 sell out suppor,13.03.2013
6876084027,40,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049006,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639695,17.09.2013,FY13 sell out suppor,13.03.2013
6876084028,250,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049006,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639696,17.09.2013,FY13 sell out suppor,10.04.2013
6876084029,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049006,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639697,17.09.2013,FY13 sell out suppor,16.04.2013
6876084030,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049007,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639672,17.09.2013,FY13 sell out suppor,13.03.2013
6876084031,60,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049007,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639673,17.09.2013,FY13 sell out suppor,13.03.2013
6876084032,10,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049008,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639698,17.09.2013,FY13 sell out suppor,13.03.2013
6876084033,70,DSCHX300B.CE3,,5,ZNET,120,,,600,PL00,280049008,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639699,17.09.2013,FY13 sell out suppor,16.04.2013
6876084034,41,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049009,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640123,17.09.2013,FY13 sell out suppor,12.03.2013
6876084035,10,DSCHX300B.CE3,,6,ZNET,120,,,720,PL00,280049010,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640124,17.09.2013,FY13 sell out suppor,12.03.2013
6876084036,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049010,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640126,17.09.2013,FY13 sell out suppor,09.04.2013
6876084037,50,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049011,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640127,17.09.2013,FY13 sell out suppor,14.03.2013
6876084038,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049011,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640128,17.09.2013,FY13 sell out suppor,15.05.2013
6876084039,180,DSCHX300B.CE3,,9,ZNET,120,,,"1.080,00",PL00,280049012,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639700,17.09.2013,FY13 sell out suppor,10.04.2013
6876084040,10,DSCHX300B.CE3,,4,ZNET,120,,,480,PL00,280049013,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639701,17.09.2013,FY13 sell out suppor,13.03.2013
6876084041,50,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049014,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639674,17.09.2013,FY13 sell out suppor,13.03.2013
6876084042,50,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049015,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640129,17.09.2013,FY13 sell out suppor,12.03.2013
6876084043,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049015,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640130,17.09.2013,FY13 sell out suppor,10.05.2013
6876084044,20,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049016,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639702,17.09.2013,FY13 sell out suppor,13.03.2013
6876084045,50,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049016,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639703,17.09.2013,FY13 sell out suppor,10.04.2013
6876084046,20,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049016,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639704,17.09.2013,FY13 sell out suppor,16.04.2013
6876084047,80,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049017,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639705,17.09.2013,FY13 sell out suppor,13.03.2013
6876084048,10,DSCHX300B.CE3,,4,ZNET,120,,,480,PL00,280049018,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639706,17.09.2013,FY13 sell out suppor,10.04.2013
6876084049,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049019,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640131,17.09.2013,FY13 sell out suppor,13.03.2013
6876084051,30,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049022,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639707,17.09.2013,FY13 sell out suppor,09.04.2013
6876084052,250,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049022,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639708,17.09.2013,FY13 sell out suppor,10.04.2013
6876084053,188,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049023,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639675,17.09.2013,FY13 sell out suppor,13.03.2013
6876084054,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049024,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639709,17.09.2013,FY13 sell out suppor,13.03.2013
6876084055,40,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049025,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639710,17.09.2013,FY13 sell out suppor,13.03.2013
6876084056,30,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049027,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639711,17.09.2013,FY13 sell out suppor,14.03.2013
6876084057,181,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049027,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639712,17.09.2013,FY13 sell out suppor,17.04.2013
6876084059,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049028,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640132,17.09.2013,FY13 sell out suppor,09.04.2013
6876084060,30,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049029,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639677,17.09.2013,FY13 sell out suppor,13.03.2013
6876084061,10,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049029,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639678,17.09.2013,FY13 sell out suppor,11.04.2013
6876084062,10,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049030,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639713,17.09.2013,FY13 sell out suppor,13.03.2013
6876084063,60,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049031,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639714,17.09.2013,FY13 sell out suppor,13.03.2013
6876084064,80,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049031,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639715,17.09.2013,FY13 sell out suppor,10.04.2013
6876084065,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049033,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639679,17.09.2013,FY13 sell out suppor,13.03.2013
6876084066,71,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049034,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640133,17.09.2013,FY13 sell out suppor,14.03.2013
6876084067,40,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049035,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639680,17.09.2013,FY13 sell out suppor,10.04.2013
6876084068,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049036,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639681,17.09.2013,FY13 sell out suppor,13.03.2013
6876084069,150,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049036,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639682,17.09.2013,FY13 sell out suppor,10.04.2013
6876084070,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049037,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639683,17.09.2013,FY13 sell out suppor,13.03.2013
6876084071,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049038,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639684,17.09.2013,FY13 sell out suppor,13.03.2013
6876084072,60,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049038,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639685,17.09.2013,FY13 sell out suppor,10.04.2013
6876084073,41,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049039,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639687,17.09.2013,FY13 sell out suppor,13.03.2013
6876084074,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049040,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640134,17.09.2013,FY13 sell out suppor,15.05.2013
6876084075,155,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049040,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640135,17.09.2013,FY13 sell out suppor,15.05.2013
6876084076,42,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049042,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639716,17.09.2013,FY13 sell out suppor,13.03.2013
6876084077,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049043,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640118,17.09.2013,FY13 sell out suppor,13.03.2013
6876084078,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049044,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640119,17.09.2013,FY13 sell out suppor,13.03.2013
6876084079,30,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049044,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640120,17.09.2013,FY13 sell out suppor,10.04.2013
6876084080,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049044,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640121,17.09.2013,FY13 sell out suppor,15.05.2013
6876084081,30,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049045,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67639688,17.09.2013,FY13 sell out suppor,10.04.2013
6876084082,10,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049046,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640157,17.09.2013,FY13 sell out suppor,13.03.2013
6876084083,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049046,Media Markt Polska Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640158,17.09.2013,FY13 sell out suppor,15.05.2013
6876084084,30,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049101,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640136,17.09.2013,FY13 sell out suppor,14.03.2013
6876084085,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049102,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640137,17.09.2013,FY13 sell out suppor,12.03.2013
6876084086,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049102,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640138,17.09.2013,FY13 sell out suppor,09.04.2013
6876084087,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049103,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640139,17.09.2013,FY13 sell out suppor,13.03.2013
6876084088,10,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049103,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640140,17.09.2013,FY13 sell out suppor,09.04.2013
6876084089,10,DSCHX300B.CE3,,3,ZNET,120,,,360,PL00,280049104,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640159,17.09.2013,FY13 sell out suppor,13.03.2013
6876084090,40,DSCHX300B.CE3,,7,ZNET,120,,,840,PL00,280049104,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640160,17.09.2013,FY13 sell out suppor,09.04.2013
6876084091,20,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049105,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640161,17.09.2013,FY13 sell out suppor,12.03.2013
6876084092,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049105,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640162,17.09.2013,FY13 sell out suppor,09.04.2013
6876084094,10,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049107,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640141,17.09.2013,FY13 sell out suppor,13.03.2013
6876084095,40,DSCHX300B.CE3,,6,ZNET,120,,,720,PL00,280049107,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640142,17.09.2013,FY13 sell out suppor,09.04.2013
6876084096,20,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049108,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640163,17.09.2013,FY13 sell out suppor,13.03.2013
6876084097,40,DSCHX300B.CE3,,1,ZNET,120,,,120,PL00,280049109,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640143,17.09.2013,FY13 sell out suppor,13.03.2013
6876084098,130,DSCHX300B.CE3,,4,ZNET,120,,,480,PL00,280049109,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640144,17.09.2013,FY13 sell out suppor,09.04.2013
6876084099,61,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049110,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640145,17.09.2013,FY13 sell out suppor,12.03.2013
6876084100,30,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049111,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640146,17.09.2013,FY13 sell out suppor,09.04.2013
6876084101,40,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049111,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640147,17.09.2013,FY13 sell out suppor,09.04.2013
6876084102,10,DSCHX300B.CE3,,2,ZNET,120,,,240,PL00,280049111,Saturn Planet Sp. z o.o.,PL10,2,G2,18.09.2013,CR,ZZ01,SCPCDIMDSCCYBRCYBS,100,,HUPERJEK,C03,67640148,17.09.2013,FY13 sell out suppor,09.04.2013
